image_name,x_left_0,x_left_1,x_left_2,x_left_3,x_left_4,x_left_5,x_left_6,x_left_7,x_left_8,x_left_9,x_left_10,x_left_11,x_left_12,x_left_13,x_left_14,x_left_15,x_left_16,x_left_17,x_left_18,x_left_19,x_left_20,y_left_0,y_left_1,y_left_2,y_left_3,y_left_4,y_left_5,y_left_6,y_left_7,y_left_8,y_left_9,y_left_10,y_left_11,y_left_12,y_left_13,y_left_14,y_left_15,y_left_16,y_left_17,y_left_18,y_left_19,y_left_20,z_left_0,z_left_1,z_left_2,z_left_3,z_left_4,z_left_5,z_left_6,z_left_7,z_left_8,z_left_9,z_left_10,z_left_11,z_left_12,z_left_13,z_left_14,z_left_15,z_left_16,z_left_17,z_left_18,z_left_19,z_left_20
color_3_0330.png,0.5398283004760742,0.33934399485588074,0.2441316545009613,0.23265129327774048,0.38281846046447754,0.4485480785369873,0.4776310324668884,0.4835669994354248,0.5209810733795166,0.6154631972312927,0.6785765290260315,0.5262014865875244,0.42539817094802856,0.7726449966430664,0.8637387156486511,0.6988512277603149,0.5967006683349609,0.9249355792999268,0.9853850603103638,0.8592115044593811,0.7594904899597168,0.8557236194610596,0.7672832012176514,0.6374803781509399,0.5310326218605042,0.46976232528686523,0.47610995173454285,0.3158937096595764,0.21893110871315002,0.1401156783103943,0.4936065077781677,0.34016674757003784,0.38454991579055786,0.4567013084888458,0.5311291217803955,0.38670051097869873,0.41796165704727173,0.4830136001110077,0.5868587493896484,0.4743950366973877,0.45956951379776,0.4885817766189575,-1.058679004017904e-06,-0.1298283487558365,-0.20892371237277985,-0.2992704510688782,-0.3812342882156372,-0.05322447046637535,-0.18032371997833252,-0.2735290229320526,-0.34038904309272766,-0.07201861590147018,-0.2696511745452881,-0.3503567576408386,-0.35689839720726013,-0.11383441090583801,-0.27931952476501465,-0.3008926510810852,-0.26708829402923584,-0.17073221504688263,-0.2666228115558624,-0.27726370096206665,-0.2591875195503235
color_3_0071.png,0.5233303904533386,0.3254062831401825,0.23430702090263367,0.28438279032707214,0.45199963450431824,0.3912791907787323,0.3973085284233093,0.4012974500656128,0.43068259954452515,0.5743597745895386,0.6488269567489624,0.5454512238502502,0.4769938290119171,0.7492775917053223,0.8238462209701538,0.698643147945404,0.6256323456764221,0.918251633644104,0.9749426245689392,0.8692101836204529,0.7889116406440735,0.8553498983383179,0.7508462071418762,0.628929853439331,0.5345483422279358,0.4794802665710449,0.46730539202690125,0.30961543321609497,0.21553297340869904,0.13476872444152832,0.4866688847541809,0.34718599915504456,0.40604180097579956,0.47443461418151855,0.5285725593566895,0.39910888671875,0.44627657532691956,0.5131182670593262,0.5880517959594727,0.4814662039279938,0.48498573899269104,0.5228082537651062,-1.0252158517687349e-06,-0.11354883760213852,-0.18357227742671967,-0.2656804323196411,-0.3425315320491791,-0.05079083889722824,-0.17010840773582458,-0.2607613205909729,-0.3289121985435486,-0.07761844992637634,-0.26175960898399353,-0.34221822023391724,-0.3575303256511688,-0.12412712723016739,-0.28463268280029297,-0.3040449321269989,-0.2753046154975891,-0.18399477005004883,-0.28084954619407654,-0.28456616401672363,-0.26508209109306335
color_3_0368.png,0.6925487518310547,0.4709731340408325,0.35740911960601807,0.3974803686141968,0.5138395428657532,0.3640633225440979,0.2930556535720825,0.25606095790863037,0.23576119542121887,0.5656040906906128,0.5514208078384399,0.5505584478378296,0.540728747844696,0.7566195726394653,0.7681293487548828,0.7379173040390015,0.7164636850357056,0.9378172755241394,0.945595383644104,0.8963828086853027,0.851783275604248,0.8404160737991333,0.783318281173706,0.665969729423523,0.5566094517707825,0.4781203866004944,0.47493261098861694,0.32718369364738464,0.22528307139873505,0.14181643724441528,0.46021851897239685,0.31904664635658264,0.37741631269454956,0.4568881392478943,0.4752470850944519,0.34174269437789917,0.384290874004364,0.4579363763332367,0.5146833062171936,0.4051806330680847,0.4128357470035553,0.45783963799476624,-2.8756002734553476e-07,-0.1289415955543518,-0.20148441195487976,-0.2721729278564453,-0.3357231318950653,-0.08378730714321136,-0.20615507662296295,-0.3096067011356354,-0.3879755735397339,-0.09242706000804901,-0.25980818271636963,-0.33839645981788635,-0.3576813340187073,-0.11904841661453247,-0.257691353559494,-0.2688242793083191,-0.24183008074760437,-0.16061915457248688,-0.2577020227909088,-0.2633763253688812,-0.24398115277290344
color_3_0496.png,0.6257895231246948,0.3797351121902466,0.25404465198516846,0.2506222426891327,0.3847888112068176,0.34197717905044556,0.31757938861846924,0.3079482316970825,0.3130398690700531,0.5498776435852051,0.568073570728302,0.49917319416999817,0.43637531995773315,0.7505543231964111,0.7847850918769836,0.6952148079872131,0.6292694807052612,0.9538426399230957,0.9839544892311096,0.8854237794876099,0.7892781496047974,0.8573339581489563,0.7820518016815186,0.6646883487701416,0.555357813835144,0.4791075885295868,0.4922550320625305,0.3364577293395996,0.2382555902004242,0.16075265407562256,0.4927946925163269,0.34882408380508423,0.3831568956375122,0.4516392946243286,0.5177792310714722,0.38343942165374756,0.4079854488372803,0.4691115915775299,0.5631717443466187,0.45331859588623047,0.44160589575767517,0.47124770283699036,-3.948992741698021e-07,-0.1481378674507141,-0.22312313318252563,-0.29872605204582214,-0.3613399267196655,-0.059263940900564194,-0.1748475730419159,-0.26715120673179626,-0.3368039131164551,-0.06285244226455688,-0.24165809154510498,-0.32711565494537354,-0.3453352749347687,-0.0896303728222847,-0.24304889142513275,-0.26862454414367676,-0.24496257305145264,-0.13341829180717468,-0.2357524186372757,-0.2533178925514221,-0.24090340733528137
color_3_0393.png,0.5195540189743042,0.33059054613113403,0.23436525464057922,0.17522084712982178,0.29503005743026733,0.5033969283103943,0.5321283340454102,0.5281906723976135,0.5627003312110901,0.6406667232513428,0.6994336247444153,0.5273600220680237,0.40855541825294495,0.7715198993682861,0.8469680547714233,0.6520811915397644,0.5236265063285828,0.9004108905792236,0.9455630779266357,0.792431116104126,0.6673372387886047,0.8464667797088623,0.7487139701843262,0.6173035502433777,0.516254723072052,0.4513112008571625,0.4645209014415741,0.30755141377449036,0.2193862795829773,0.14730694890022278,0.4867812693119049,0.33706825971603394,0.3690512776374817,0.4312075078487396,0.5268102288246155,0.38738390803337097,0.41451555490493774,0.4724401533603668,0.5859625339508057,0.4722268581390381,0.45970866084098816,0.48649439215660095,-6.97109499014914e-07,-0.11201930046081543,-0.18860971927642822,-0.28003597259521484,-0.36497336626052856,-0.03090760111808777,-0.1513877958059311,-0.24360966682434082,-0.3087760806083679,-0.05603301525115967,-0.2526509463787079,-0.3412284851074219,-0.353664368391037,-0.10312294214963913,-0.2684301733970642,-0.29822322726249695,-0.2691210210323334,-0.16338202357292175,-0.260829359292984,-0.2755461633205414,-0.259212464094162
color_3_0529.png,0.6264079809188843,0.3956749439239502,0.26560455560684204,0.2496757209300995,0.3986538052558899,0.40729761123657227,0.38718897104263306,0.36414867639541626,0.37686407566070557,0.5911417007446289,0.6213197112083435,0.5063373446464539,0.4411277174949646,0.7704546451568604,0.827487587928772,0.6897188425064087,0.6160176396369934,0.947076678276062,1.0164183378219604,0.8989752531051636,0.8055436611175537,0.8376966714859009,0.7589795589447021,0.648490309715271,0.5503167510032654,0.48208239674568176,0.4713260531425476,0.3138846158981323,0.21821683645248413,0.1362219750881195,0.477386474609375,0.32573628425598145,0.38818857073783875,0.46025630831718445,0.5047374963760376,0.36997759342193604,0.4194597005844116,0.4899763762950897,0.5520172715187073,0.4381255507469177,0.4379313588142395,0.4748445451259613,-7.378557143056241e-07,-0.14008547365665436,-0.22991113364696503,-0.32945379614830017,-0.4206635355949402,-0.07884074747562408,-0.22375108301639557,-0.3330877125263214,-0.41222190856933594,-0.09849561750888824,-0.308052659034729,-0.3960198760032654,-0.4106542468070984,-0.14178751409053802,-0.31725606322288513,-0.33555227518081665,-0.3004504144191742,-0.2020077109336853,-0.3041183650493622,-0.31269749999046326,-0.29460182785987854
color_3_0359.png,0.48977044224739075,0.3153633773326874,0.2455427050590515,0.245851069688797,0.400886595249176,0.41847434639930725,0.4431211054325104,0.4417189359664917,0.46340662240982056,0.5887100100517273,0.667854905128479,0.5437488555908203,0.4468293786048889,0.7510659694671631,0.8533058166503906,0.7185070514678955,0.6241949200630188,0.9100522994995117,1.0011990070343018,0.8938771486282349,0.7917317152023315,0.8671305179595947,0.7664515376091003,0.632872462272644,0.5241231322288513,0.4630410075187683,0.4787610173225403,0.31480008363723755,0.21469572186470032,0.13279756903648376,0.4956599473953247,0.3320866823196411,0.3689669072628021,0.43688371777534485,0.5352596640586853,0.3862849175930023,0.4062093198299408,0.46531590819358826,0.5949618816375732,0.47446686029434204,0.4528312385082245,0.4788654148578644,-6.581734623978264e-07,-0.12579557299613953,-0.19995732605457306,-0.28351542353630066,-0.3600507080554962,-0.059978581964969635,-0.18641147017478943,-0.28482672572135925,-0.3568560481071472,-0.08184254914522171,-0.27783867716789246,-0.3671954274177551,-0.38341954350471497,-0.12469442933797836,-0.2858699560165405,-0.31838458776474,-0.29635486006736755,-0.18265923857688904,-0.27769574522972107,-0.2949633002281189,-0.2848340570926666
color_3_0254.png,0.5923671126365662,0.37715110182762146,0.24892456829547882,0.2059202492237091,0.3227607011795044,0.32839298248291016,0.2796449363231659,0.23801328241825104,0.2241397202014923,0.5070127248764038,0.5020579695701599,0.4125613272190094,0.35169950127601624,0.6859269738197327,0.7000057697296143,0.5883406400680542,0.5262330770492554,0.863512396812439,0.8797178268432617,0.7690824270248413,0.6862180829048157,0.8344523906707764,0.7720117568969727,0.6486497521400452,0.5406621098518372,0.4653421640396118,0.47660669684410095,0.3202931880950928,0.2223140001296997,0.13750258088111877,0.4738505780696869,0.31515222787857056,0.3641940951347351,0.4362962543964386,0.4962340295314789,0.35222283005714417,0.3919495940208435,0.4594501852989197,0.540132999420166,0.41902220249176025,0.4226462244987488,0.4662354588508606,-4.012092063021555e-07,-0.12625253200531006,-0.19609712064266205,-0.2713536024093628,-0.34002798795700073,-0.06790618598461151,-0.1967926323413849,-0.3021884858608246,-0.3807598054409027,-0.08449054509401321,-0.2731451392173767,-0.3630763292312622,-0.38307666778564453,-0.12048669159412384,-0.2743048667907715,-0.2987632155418396,-0.2739878296852112,-0.17194512486457825,-0.2696073353290558,-0.28294461965560913,-0.26942795515060425
color_3_0145.png,0.5194690823554993,0.3399152159690857,0.27818605303764343,0.32209447026252747,0.450203537940979,0.39509254693984985,0.40882283449172974,0.4158366322517395,0.43754833936691284,0.5878673195838928,0.6645400524139404,0.5739390850067139,0.4937635660171509,0.7629098892211914,0.8514657616615295,0.7399808168411255,0.6556825637817383,0.9234400987625122,1.0107908248901367,0.9272728562355042,0.8429440259933472,0.8744811415672302,0.7754656076431274,0.6592664122581482,0.5623107552528381,0.48732566833496094,0.47762778401374817,0.3213099241256714,0.2238149642944336,0.143457293510437,0.49731239676475525,0.349699467420578,0.40204963088035583,0.4736008048057556,0.5405523180961609,0.4084610939025879,0.4482552409172058,0.5164254307746887,0.6025751829147339,0.49691590666770935,0.4930596947669983,0.5285546183586121,-4.64030932789683e-07,-0.1573590636253357,-0.24609504640102386,-0.3364923298358917,-0.41829240322113037,-0.08271002024412155,-0.20505556464195251,-0.3047117292881012,-0.38009294867515564,-0.09107865393161774,-0.2824992537498474,-0.37835726141929626,-0.4036984443664551,-0.12207039445638657,-0.2875076234340668,-0.32208600640296936,-0.3038853108882904,-0.17039117217063904,-0.27616918087005615,-0.29552480578422546,-0.2869255244731903
color_3_0008.png,0.549744725227356,0.33334383368492126,0.2229994833469391,0.22857165336608887,0.37185463309288025,0.377654105424881,0.3703056871891022,0.36083388328552246,0.3780956268310547,0.554682195186615,0.6063825488090515,0.4732621908187866,0.3718159794807434,0.7262628078460693,0.7917259931564331,0.6466615200042725,0.5478463172912598,0.8966102600097656,0.9457871913909912,0.8280494809150696,0.7262365818023682,0.8541442155838013,0.7701795101165771,0.6345463395118713,0.5223875045776367,0.4480927884578705,0.47266650199890137,0.3128087520599365,0.21698245406150818,0.1366240680217743,0.4849100112915039,0.33041220903396606,0.37335363030433655,0.4425114691257477,0.5193901658058167,0.3793468177318573,0.4129413068294525,0.47813647985458374,0.5754051804542542,0.46050623059272766,0.4553985893726349,0.4914966821670532,-6.652931574535614e-07,-0.12299086898565292,-0.19412115216255188,-0.2758362591266632,-0.35188964009284973,-0.04939621686935425,-0.1739661544561386,-0.27323561906814575,-0.34717440605163574,-0.07673531025648117,-0.2857191860675812,-0.39332714676856995,-0.41871803998947144,-0.12374839931726456,-0.30059853196144104,-0.3490029573440552,-0.3336831331253052,-0.1844482123851776,-0.29793399572372437,-0.3250204920768738,-0.3180486559867859
